"countryCode","regionCode","regionName"
"RU",76,"Tula"
"RU",73,"Tatarstan"
"RU",72,"Tambov"
"RU",70,"Stavropol'skiy"
"RU",69,"Smolensk"
"RU",67,"Saratov"
"RU",65,"Samara"
"RU",62,"Rjazan"
"RU",61,"Rostov"
"RU",60,"Pskov"
"RU",90,"Perm"
"RU",57,"Penza"
"RU",56,"Orjol"
"RU",55,"Orenburg"
"RU",52,"Novgorod"
"RU",68,"North Ossetia"
"RU",50,"Nenets"
"RU",49,"Murmansk"
"RU",48,"Moscow"
"RU",47,"Moscow Oblast"
"RU",46,"Mordoviya"
"RU",45,"Mariy-El"
"RU",43,"Lipetsk"
"RU",42,"Leningradskaya Oblast'"
"RU",66,"St.-Petersburg"
"RU",41,"Kursk"
"RU",38,"Krasnodarskiy"
"RU",37,"Kostroma"
"RU",34,"Komi"
"RU",33,"Kirov"
"RU",28,"Karelia"
"RU",27,"Karachayevo-Cherkesiya"
"RU",25,"Kaluga"
"RU",24,"Kalmykiya"
"RU",23,"Kaliningrad"
"RU",22,"Kabardino-Balkariya"
"RU",21,"Ivanovo"
"RU",19,"Ingushetiya"
"RU",51,"Nizjnij Novgorod"
"RU",17,"Dagestan"
"RU",16,"Chuvashia"
"RU",12,"Chechnya"
"RU",10,"Brjansk"
"RU",9,"Belgorod"
"RU",8,"Bashkortostan"
"RU",7,"Astrakhan"
"RU",6,"Arkhangelskaya"
"RU",1,"Adygeya"
"RU",83,"Vladimir"
"RU",87,"Yamalo-Nenets"
"RU",78,"Tyumenskaya"
"RU",79,"Republic of Tyva"
"RU",75,"Tomsk"
"RU",71,"Sverdlovsk"
"RU",54,"Omsk"
"RU",53,"Novosibirsk"
"RU",40,"Kurgan"
"RU",91,"Krasnoyarskiy"
"RU",32,"Khanty-Mansia"
"RU",31,"Khakasiya"
"RU",29,"Kemerovo"
"RU",3,"Altai"
"RU",13,"Chelyabinsk"
"RU",4,"Altai Krai"
"RU",63,"Chukot"
"RU",59,"Primorskiy"
"RU",30,"Khabarovsk"
"RU",20,"Irkutsk"
"RU",89,"Jewish Autonomous Oblast"
"RU",5,"Amur"
"RU",11,"Respublika Buryatiya"
"RU",64,"Sakhalin"
"RU",44,"Magadan"
"RU",92,"Kamtsjatka"
"RU",15,"Chukotka"
"RU",93,"Transbaikal Territory"
"RW",11,"Eastern Province"
"RW",12,"Kigali"
"RW",13,"Northern Province"
"RW",14,"Western Province"
"RW",15,"Southern Province"
"SA",19,"Tabuk"
"SA",16,"Najran"
"SA",14,"Makkah"
"SA",17,"Jizan"
"SA",13,"Hai'l Region"
"SA",11,"'Asir"
"SA",6,"Eastern Province"
"SA",10,"Ar Riyad"
"SA",8,"Al-Qassim"
"SA",5,"Al Madinah al Munawwarah"
"SA",20,"Al Jawf"
"SA",15,"Northern Borders"
"SA",2,"Al Bahah"
"SB",11,"Western Province"
"SB",3,"Malaita"
"SB",7,"Isabel"
"SB",6,"Guadalcanal"
"SB",10,"Central Province"
"SB",9,"Temotu"
"SB",8,"Makira"
"SB",12,"Choiseul"
"SB",13,"Rennell and Bellona"
"SB",14,"Honiara"
"SC",23,"Takamaka"
"SC",22,"Saint Louis"
"SC",27,"Port Glaud"
"SC",20,"Pointe Larue"
"SC",19,"Plaisance"
"SC",18,"Mont Fleuri"
"SC",17,"Mont Buxton"
"SC",26,"English River"
"SC",25,"Inner Islands"
"SC",24,"Grand Anse Mahe"
"SC",14,"Grand Anse Praslin"
"SC",12,"Glacis"
"SC",11,"Cascade"
"SC",10,"Bel Ombre"
"SC",9,"Bel Air"
"SC",8,"Beau Vallon"
"SC",7,"Baie Sainte Anne"
"SC",6,"Baie Lazare"
"SC",5,"Anse Royale"
"SC",3,"Anse Etoile"
"SC",2,"Anse Boileau"
"SC",1,"Anse-aux-Pins"
"SC",29,"Les Mamelles"
"SC",30,"Roche Caiman"
"SC",28,"Au Cap"
"SD",43,"Northern State"
"SD",29,"Khartoum"
"SD",36,"Red Sea"
"SD",38,"Al Jazirah"
"SD",39,"Al Qadarif"
"SD",41,"White Nile"
"SD",42,"Blue Nile"
"SD",47,"Western Darfur"
"SD",62,"West Kordofan State"
"SD",49,"Southern Darfur"
"SD",50,"Southern Kordofan"
"SD",52,"Kassala"
"SD",53,"River Nile"
"SD",55,"Northern Darfur"
"SD",56,"North Kordofan"
"SD",58,"Sinnar"
"SD",60,"Eastern Darfur"
"SD",61,"Central Darfur"
"SE",14,"Norrbotten"
"SE",25,"Vaestmanland"
"SE",24,"Vaesternorrland"
"SE",23,"Vaesterbotten"
"SE",22,"Vaermland"
"SE",21,"Uppsala"
"SE",26,"Stockholm"
"SE",18,"Soedermanland"
"SE",16,"OEstergoetland"
"SE",15,"OErebro"
"SE",12,"Kronoberg"
"SE",10,"Dalarna"
"SE",9,"Kalmar"
"SE",8,"Joenkoeping"
"SE",7,"Jaemtland"
"SE",6,"Halland"
"SE",5,"Gotland"
"SE",3,"Gaevleborg"
"SE",2,"Blekinge"
"SE",27,"Skane"
"SE",28,"Vaestra Goetaland"
"SG",1,"Central Singapore"
"SG",2,"North East"
"SG",4,"South East"
"SG",5,"South West"
"SG",3,"North West"
"SH",1,"Ascension"
"SH",3,"Tristan da Cunha"
"SH",2,"Saint Helena"
"SI","N5","Zalec"
"SI","E7","Zagorje ob Savi"
"SI","E5","Vrhnika"
"SI","D5","Trzic"
"SI","D4","Trebnje"
"SI","D3","Trbovlje"
"SI","D2","Tolmin"
"SI","D7","Velenje"
"SI","C5","Smarje pri Jelsah"
"SI","C4","Slovenska Konjice"
"SI","L8","Slovenska Bistrica"
"SI","C2","Slovenj Gradec"
"SI","B9","Skofja Loka"
"SI","B7","Sezana"
"SI","B6","Sevnica"
"SI","L7","Sentjur"
"SI","L1","Ribnica"
"SI","A3","Radovljica"
"SI","A2","Radlje ob Dravi"
"SI","K7","Ptuj"
"SI",94,"Postojna"
"SI","J9","Piran-Pirano"
"SI",87,"Ormoz"
"SI","J7","Novo Mesto"
"SI",84,"Nova Gorica"
"SI",80,"Murska Sobota"
"SI",79,"Mozirje"
"SI",73,"Metlika"
"SI","J2","Maribor"
"SI",64,"Logatec"
"SI","I6","Ljutomer"
"SI","I5","Litija"
"SI","I3","Lenart"
"SI",57,"Lasko"
"SI",54,"Krsko"
"SI",52,"Kranj"
"SI",50,"Koper-Capodistria"
"SI","H7","Kocevje"
"SI","H6","Kamnik"
"SI","H4","Jesenice"
"SI",40,"Izola-Isola"
"SI",38,"Ilirska Bistrica"
"SI",36,"Idrija"
"SI",34,"Hrastnik"
"SI",32,"Grosuplje"
"SI",29,"Gornja Radgona"
"SI",25,"Dravograd"
"SI","G7","Domzale"
"SI",17,"Crnomelj"
"SI",13,"Cerknica"
"SI",11,"Celje"
"SI",8,"Brezice"
"SI",1,"Ajdovscina"
"SI",35,"Hrpelje-Kozina"
"SI",19,"Divaca"
"SI",91,"Pivka"
"SI","I7","Loska Dolina"
"SI",66,"Loski Potok"
"SI",88,"Osilnica"
"SI","D8","Velike Lasce"
"SI","C1","Skofljica"
"SI",37,"Ig"
"SI",9,"Brezovica"
"SI",5,"Borovnica"
"SI","E1","Vipava"
"SI",49,"Komen"
"SI","J5","Miren-Kostanjevica"
"SI",7,"Brda"
"SI",44,"Kanal"
"SI","F2","Ziri"
"SI",14,"Cerkno"
"SI","F1","Zelezniki"
"SI",27,"Gorenja Vas-Poljane"
"SI","G4","Dobrova-Horjul-Polhov Gradec"
"SI",46,"Kobarid"
"SI",6,"Bovec"
"SI",4,"Bohinj"
"SI",3,"Bled"
"SI",82,"Naklo"
"SI",53,"Kranjska Gora"
"SI","K5","Preddvor"
"SI",12,"Cerklje na Gorenjskem"
"SI","B2","Sencur"
"SI","E3","Vodice"
"SI",71,"Medvode"
"SI",72,"Menges"
"SI",22,"Dol pri Ljubljani"
"SI",77,"Moravce"
"SI",30,"Gornji Grad"
"SI","I9","Luce"
"SI","K8","Ravne na Koroskem"
"SI",74,"Mezica"
"SI",81,"Muta"
"SI","E6","Vuzenica"
"SI",16,"Crna na Koroskem"
"SI",62,"Ljubno"
"SI","C7","Sostanj"
"SI","C6","Smartno ob Paki"
"SI",68,"Lukovica"
"SI",99,"Radece"
"SI",39,"Ivancna Gorica"
"SI",20,"Dobrepolje"
"SI","B1","Semic"
"SI","B4","Sentjernej"
"SI","B8","Skocjan"
"SI","C9","Store"
"SI","N3","Vojnik"
"SI","E2","Vitanje"
"SI","F3","Zrece"
"SI",76,"Mislinja"
"SI","L3","Ruse"
"SI",55,"Kungota"
"SI","B3","Sentilj"
"SI",89,"Pesnica"
"SI",26,"Duplek"
"SI",98,"Race-Fram"
"SI","C8","Starse"
"SI",45,"Kidricevo"
"SI","J1","Majsperk"
"SI","N2","Videm"
"SI","A7","Rogaska Slatina"
"SI","A8","Rogatec"
"SI",92,"Podcetrtek"
"SI",51,"Kozje"
"SI",28,"Gorisnica"
"SI","E9","Zavrc"
"SI",24,"Dornava"
"SI",42,"Jursinci"
"SI","D1","Sveti Jurij"
"SI","A1","Radenci"
"SI",97,"Puconci"
"SI","A6","Rogasovci"
"SI","I2","Kuzma"
"SI",31,"Gornji Petrovci"
"SI",78,"Moravske Toplice"
"SI",47,"Kobilje"
"SI",2,"Beltinci"
"SI","D6","Turnisce"
"SI",86,"Odranci"
"SI",15,"Crensovci"
"SI",83,"Nazarje"
"SI",61,"Ljubljana"
"SI","N7","Zirovnica"
"SI","H5","Jezersko"
"SI","M2","Solcava"
"SI","H8","Komenda"
"SI","H3","Horjul"
"SI","L6","Sempeter-Vrtojba"
"SI","F6","Bloke"
"SI","M1","Sodrazica"
"SI","M8","Trzin"
"SI","K6","Prevalje"
"SI","N4","Vransko"
"SI","M5","Tabor"
"SI","F7","Braslovce"
"SI","K3","Polzela"
"SI","K4","Prebold"
"SI","H9","Kostel"
"SI","N8","Zuzemberk"
"SI","G6","Dolenjske Toplice"
"SI","J6","Mirna Pec"
"SI","F5","Bistrica ob Sotli"
"SI","G2","Dobje"
"SI","G3","Dobrna"
"SI","J8","Oplotnica"
"SI","K2","Podvelka"
"SI","L2","Ribnica na Pohorju"
"SI","I8","Lovrenc na Pohorju"
"SI","L5","Selnica ob Dravi"
"SI","H1","Hoce-Slivnica"
"SI","J4","Miklavz na Dravskem Polju"
"SI","G9","Hajdina"
"SI","N6","Zetale"
"SI","K1","Podlehnik"
"SI","J3","Markovci"
"SI","G1","Destrnik"
"SI","M7","Trnovska Vas"
"SI","M4","Sveti Andraz v Slovenskih Goricah"
"SI","F9","Cerkvenjak"
"SI","F4","Benedikt"
"SI","M3","Sveta Ana"
"SI","I1","Krizevci"
"SI","N1","Verzej"
"SI","M9","Velika Polana"
"SI","I4","Lendava-Lendva"
"SI","G5","Dobrovnik-Dobronak"
"SI","M6","Tisina"
"SI","F8","Cankova"
"SI","G8","Grad"
"SI","H2","Hodos-Hodos"
"SI","K9","Razkrizje"
"SI","L9","Smartno pri Litiji"
"SI","L4","Salovci"
"SI","N9","Apace"
"SI","O1","Cirkulane"
"SI","O3","Kostanjevica na Krki"
"SI","O4","Log-Dragomer"
"SI","O5","Makole"
"SI","O7","Mokronog-Trebelno"
"SI","O8","Poljcane"
"SI","O9","Recica ob Savinji"
"SI","P1","Rence-Vogrsko"
"SI","P4","Sredisce ob Dravi"
"SI","P5","Straza"
"SI","P6","Sv. Trojica v Slov. Goricah"
"SI","P8","Sveti Tomaz"
"SI","P2","Sentrupert"
"SI","P3","Smarjeske Toplice"
"SI","P7","Sveti Jurij v Slovenskih Goricah"
"SI","O2","Gorje"
"SI","P9","Ankaran"
"SI","O6","Mirna"
"SJ",22,"Jan Mayen"
"SJ",21,"Svalbard"
"SK",3,"Kosicky"
"SK",5,"Presovsky"
"SK",8,"Zilinsky"
"SK",1,"Banskobystricky"
"SK",2,"Bratislavsky"
"SK",4,"Nitriansky"
"SK",6,"Trenciansky"
"SK",7,"Trnavsky"
"SL",4,"Western Area"
"SL",3,"Southern Province"
"SL",2,"Northern Province"
"SL",1,"Eastern Province"
"SM",9,"Serravalle"
"SM",2,"Chiesanuova"
"SM",7,"San Marino"
"SM",1,"Acquaviva"
"SM",6,"Borgo Maggiore"
"SM",3,"Domagnano"
"SM",4,"Faetano"
"SM",5,"Fiorentino"
"SM",8,"Montegiardino"
"SN",12,"Ziguinchor"
"SN",7,"Thies"
"SN",5,"Tambacounda"
"SN",14,"Saint-Louis"
"SN",15,"Matam"
"SN",13,"Louga"
"SN",11,"Kolda"
"SN",10,"Kaolack"
"SN",9,"Fatick"
"SN",3,"Diourbel"
"SN",1,"Dakar"
"SN",16,"Kaffrine"
"SN",17,"Kedougou"
"SN",18,"Sedhiou"
"SO",20,"Woqooyi Galbeed"
"SO",19,"Togdheer"
"SO",14,"Lower Shabeelle"
"SO",13,"Middle Shabele"
"SO",12,"Sanaag"
"SO",18,"Nugaal"
"SO",10,"Mudug"
"SO",9,"Lower Juba"
"SO",8,"Middle Juba"
"SO",7,"Hiiraan"
"SO",6,"Gedo"
"SO",5,"Galguduud"
"SO",4,"Bay"
"SO",3,"Bari"
"SO",2,"Banaadir"
"SO",1,"Bakool"
"SO",21,"Awdal"
"SO",22,"Sool"
"SR",19,"Wanica"
"SR",18,"Sipaliwini"
"SR",17,"Saramacca"
"SR",16,"Paramaribo"
"SR",15,"Para"
"SR",14,"Nickerie"
"SR",13,"Marowijne"
"SR",12,"Coronie"
"SR",11,"Commewijne"
"SR",10,"Brokopondo"
"SS",367894,"Ruweng"
"SS",9072661,"Maiwut"
"SS",9407085,"Akobo"
"SS",11550543,"Aweil"
"SS",11550544,"Eastern Lakes"
"SS",11550545,"Gogrial"
"SS",11550548,"Lol"
"SS",11550552,"Amadi State"
"SS",11550555,"Yei River"
"SS",11550558,"Fashoda"
"SS",11550562,"Gok"
"SS",11550563,"Tonj"
"SS",11550564,"Twic"
"SS",11550565,"Wau"
"SS",11550566,"Gbudwe"
"SS",11550567,"Imatong"
"SS",11550569,"Juba"
"SS",11550570,"Maridi"
"SS",11550571,"Terekeka"
"SS",11550573,"Boma"
"SS",11550574,"Bieh"
"SS",11550575,"Central Upper Nile"
"SS",11550576,"Jonglei"
"SS",11550577,"Latjoor"
"SS",11550578,"Northern Liech"
"SS",11550579,"Southern Liech"
"SS",11550580,"Fangak"
"SS",11550581,"Western Lakes"
"SS",11550582,"Aweil East"
"SS",11550588,"Northern Upper Nile"
"SS",11550589,"Tambura"
"SS",11550596,"Kapoeta"
"ST",2,"Sao Tome Island"
"ST",1,"Principe"
"SV",14,"Usulutan"
"SV",13,"Sonsonate"
"SV",12,"San Vicente"
"SV",11,"Santa Ana"
"SV",10,"San Salvador"
"SV",9,"San Miguel"
"SV",8,"Morazan"
"SV",7,"La Union"
"SV",6,"La Paz"
"SV",5,"La Libertad"
"SV",4,"Cuscatlan"
"SV",3,"Chalatenango"
"SV",2,"Cabanas"
"SV",1,"Ahuachapan"
"SY",14,"Tartus"
"SY",13,"Dimashq"
"SY",12,"Idlib"
"SY",11,"Homs"
"SY",10,"Hama"
"SY",9,"Aleppo"
"SY",8,"Rif-dimashq"
"SY",7,"Deir ez-Zor"
"SY",6,"Daraa"
"SY",5,"As-Suwayda"
"SY",4,"Ar-Raqqah"
"SY",3,"Quneitra"
"SY",2,"Latakia"
"SY",1,"Al-Hasakah"
"SZ",4,"Shiselweni"
"SZ",3,"Manzini"
"SZ",2,"Lubombo"
"SZ",1,"Hhohho"
"TD",13,"Salamat"
"TD",12,"Ouadai"
"TD",2,"Wadi Fira"
"TD",14,"Tandjile"
"TD",17,"Moyen-Chari"
"TD",16,"Mayo-Kebbi Est"
"TD",9,"Logone Oriental"
"TD",8,"Logone Occidental"
"TD",7,"Lac"
"TD",6,"Kanem"
"TD",5,"Guera"
"TD",15,"Chari-Baguirmi"
"TD",1,"Batha"
"TD",23,"Borkou"
"TD",18,"Hadjer-Lamis"
"TD",19,"Mandoul"
"TD",20,"Mayo-Kebbi Ouest"
"TD",21,"N'Djamena"
"TD",22,"Barh el Gazel"
"TD",25,"Sila"
"TD",26,"Tibesti"
"TD",28,"Ennedi-Ouest"
"TD",27,"Ennedi-Est"
"TF",2,"Crozet"
"TF",3,"Kerguelen"
"TF",1,"Saint-Paul-et-Amsterdam"
"TF",5,"Iles Eparses"
"TF",4,"Terre-Adelie"
"TG",26,"Savanes"
"TG",25,"Plateaux"
"TG",24,"Maritime"
"TG",22,"Centrale"
"TG",23,"Kara"
"TH",15,"Uthai Thani"
"TH",65,"Trang"
"TH",8,"Tak"
"TH",60,"Surat Thani"
"TH",9,"Sukhothai"
"TH",52,"Ratchaburi"
"TH",59,"Ranong"
"TH",57,"Prachuap Khiri Khan"
"TH",62,"Phuket"
"TH",56,"Phetchaburi"
"TH",61,"Phangnga"
"TH",1,"Mae Hong Son"
"TH",5,"Lamphun"
"TH",6,"Lampang"
"TH",63,"Krabi"
"TH",50,"Kanchanaburi"
"TH",11,"Kamphaeng Phet"
"TH",58,"Chumphon"
"TH",3,"Chiang Rai"
"TH",2,"Chiang Mai"
"TH",72,"Yasothon"
"TH",70,"Yala"
"TH",10,"Uttaradit"
"TH",49,"Trat"
"TH",29,"Surin"
"TH",51,"Suphan Buri"
"TH",68,"Songkhla"
"TH",30,"Sisaket"
"TH",33,"Sing Buri"
"TH",67,"Satun"
"TH",37,"Sara Buri"
"TH",54,"Samut Songkhram"
"TH",55,"Samut Sakhon"
"TH",42,"Samut Prakan"
"TH",20,"Sakon Nakhon"
"TH",25,"Roi Et"
"TH",47,"Rayong"
"TH",36,"Phra Nakhon Si Ayutthaya"
"TH",7,"Phrae"
"TH",12,"Phitsanulok"
"TH",13,"Phichit"
"TH",14,"Phetchabun"
"TH",41,"Phayao"
"TH",66,"Phatthalung"
"TH",69,"Pattani"
"TH",39,"Pathum Thani"
"TH",38,"Nonthaburi"
"TH",17,"Nong Khai"
"TH",31,"Narathiwat"
"TH",4,"Nan"
"TH",64,"Nakhon Si Thammarat"
"TH",16,"Nakhon Sawan"
"TH",27,"Nakhon Ratchasima"
"TH",73,"Nakhon Phanom"
"TH",53,"Nakhon Pathom"
"TH",43,"Nakhon Nayok"
"TH",78,"Mukdahan"
"TH",24,"Maha Sarakham"
"TH",34,"Lop Buri"
"TH",18,"Loei"
"TH",40,"Bangkok"
"TH",22,"Khon Kaen"
"TH",23,"Kalasin"
"TH",46,"Chon Buri"
"TH",48,"Chanthaburi"
"TH",26,"Chaiyaphum"
"TH",32,"Chai Nat"
"TH",44,"Chachoengsao"
"TH",28,"Buriram"
"TH",35,"Ang Thong"
"TH",76,"Changwat Udon Thani"
"TH",74,"Prachin Buri"
"TH",75,"Changwat Ubon Ratchathani"
"TH",77,"Amnat Charoen"
"TH",79,"Changwat Nong Bua Lamphu"
"TH",80,"Sa Kaeo"
"TH",81,"Changwat Bueng Kan"
"TJ",3,"Viloyati Sughd"
"TJ",1,"Gorno-Badakhshan"
"TJ",2,"Khatlon"
"TJ","RR","Republican Subordination"
"TJ",4,"Dushanbe"
"TK","N","Nukunonu"
"TK","F","Fakaofo"
"TK","A","Atafu"
"TL","VI","Viqueque"
"TL","MF","Manufahi"
"TL","MT","Manatuto"
"TL","LI","Liquica"
"TL","LA","Lautem"
"TL","CO","Cova Lima"
"TL","ER","Ermera"
"TL","DI","Dili"
"TL","BO","Bobonaro"
"TL","BA","Baucau"
"TL","OE","Oecusse"
"TL","AN","Ainaro"
"TL","AL","Aileu"
"TM",2,"Balkan"
"TM",1,"Ahal"
"TM","S","Ashgabat"
"TM",3,"Dasoguz"
"TM",5,"Mary"
"TM",4,"Lebap"
"TN",37,"Zaghwan"
"TN",36,"Tunis"
"TN",35,"Tawzar"
"TN",34,"Tataouine"
"TN",23,"Susah"
"TN",22,"Silyanah"
"TN",33,"Sidi Bu Zayd"
"TN",32,"Safaqis"
"TN",31,"Qibili"
"TN",30,"Gafsa"
"TN",29,"Qabis"
"TN",19,"Nabul"
"TN",28,"Madanin"
"TN",6,"Jundubah"
"TN",27,"Bin 'Arus"
"TN",18,"Banzart"
"TN",17,"Bajah"
"TN",38,"Ariana"
"TN",3,"Al Qayrawan"
"TN",2,"Al Qasrayn"
"TN",16,"Al Munastir"
"TN",15,"Al Mahdiyah"
"TN",14,"Kef"
"TN",39,"Manouba"
"TO",3,"Vava`u"
"TO",2,"Tongatapu"
"TO",1,"Ha`apai"
"TO","EU","'Eua"
"TO","NI","Niuas"
"TR",66,"Yozgat"
"TR",65,"Van"
"TR",64,"Usak"
"TR",63,"Sanliurfa"
"TR",62,"Tunceli"
"TR",58,"Sivas"
"TR",74,"Siirt"
"TR",73,"Nigde"
"TR",50,"Nevsehir"
"TR",49,"Mus"
"TR",48,"Mugla"
"TR",72,"Mardin"
"TR",45,"Manisa"
"TR",44,"Malatya"
"TR",43,"Kuetahya"
"TR",71,"Konya"
"TR",40,"Kirsehir"
"TR",38,"Kayseri"
"TR",46,"Kahramanmaras"
"TR",35,"Izmir"
"TR",33,"Isparta"
"TR",32,"Mersin"
"TR",31,"Hatay"
"TR",70,"Hakkari"
"TR",83,"Gaziantep"
"TR",26,"Eskisehir"
"TR",25,"Erzurum"
"TR",24,"Erzincan"
"TR",23,"Elazig"
"TR",21,"Diyarbakir"
"TR",20,"Denizli"
"TR",15,"Burdur"
"TR",13,"Bitlis"
"TR",12,"Bingoel"
"TR",11,"Bilecik"
"TR",10,"Balikesir"
"TR",9,"Aydin"
"TR",7,"Antalya"
"TR",68,"Ankara"
"TR",4,"Agri"
"TR",3,"Afyonkarahisar"
"TR",2,"Adiyaman"
"TR",81,"Adana"
"TR",91,"Osmaniye"
"TR",88,"Igdir"
"TR",75,"Aksaray"
"TR",76,"Batman"
"TR",78,"Karaman"
"TR",79,"Kirikkale"
"TR",80,"Sirnak"
"TR",90,"Kilis"
"TR",85,"Zonguldak"
"TR",61,"Trabzon"
"TR",60,"Tokat"
"TR",59,"Tekirdag"
"TR",57,"Sinop"
"TR",55,"Samsun"
"TR",54,"Sakarya"
"TR",53,"Rize"
"TR",52,"Ordu"
"TR",41,"Kocaeli"
"TR",39,"Kirklareli"
"TR",37,"Kastamonu"
"TR",84,"Kars"
"TR",34,"Istanbul"
"TR",69,"Gumushane"
"TR",28,"Giresun"
"TR",22,"Edirne"
"TR",19,"Corum"
"TR",82,"Cankiri"
"TR",17,"Canakkale"
"TR",16,"Bursa"
"TR",14,"Bolu"
"TR",8,"Artvin"
"TR",5,"Amasya"
"TR",87,"Bartin"
"TR",89,"Karabuk"
"TR",92,"Yalova"
"TR",86,"Ardahan"
"TR",77,"Bayburt"
"TR",93,"Duzce"
"TT",11,"Tobago"
"TT",10,"City of San Fernando"
"TT",5,"City of Port of Spain"
"TT",3,"Mayaro"
"TT",1,"Borough of Arima"
"TT","CHA","Chaguanas"
"TT","CTT","Couva-Tabaquite-Talparo"
"TT","DMN","Diego Martin"
"TT","PED","Penal/Debe"
"TT","PRT","Princes Town"
"TT","PTF","Point Fortin"
"TT","SGE","Sangre Grande"
"TT","SIP","Siparia"
"TT","SJL","San Juan/Laventille"
"TT","TUP","Tunapuna/Piarco"
"TV","NUI","Nui"
"TV","NMA","Nanumea"
"TV","FUN","Funafuti"
"TV","NIT","Niutao"
"TV","NMG","Nanumanga"
"TV","VAI","Vaitupu"
"TV","NKF","Nukufetau"
"TV","NKL","Nukulaelae"
"TW",1,"Fukien"
"TW",2,"Takao"
"TW",3,"Taipei"
"TW",4,"Taiwan"
"TZ",19,"Kagera"
"TZ",25,"Zanzibar Urban/West"
"TZ",22,"Zanzibar North"
"TZ",21,"Zanzibar Central/South"
"TZ",18,"Tanga"
"TZ",17,"Tabora"
"TZ",16,"Singida"
"TZ",15,"Shinyanga"
"TZ",24,"Rukwa"
"TZ",2,"Pwani"
"TZ",20,"Pemba South"
"TZ",13,"Pemba North"
"TZ",12,"Mwanza"
"TZ",10,"Morogoro"
"TZ",9,"Mbeya"
"TZ",8,"Mara"
"TZ",7,"Lindi"
"TZ",6,"Kilimanjaro"
"TZ",5,"Kigoma"
"TZ",4,"Iringa"
"TZ",3,"Dodoma"
"TZ",23,"Dar es Salaam"
"TZ",26,"Arusha"
"TZ",27,"Manyara"
"TZ",14,"Ruvuma"
"TZ",11,"Mtwara"
"TZ",31,"Simiyu"
"TZ",28,"Geita"
"TZ",29,"Katavi"
"TZ",30,"Njombe"
"UA",27,"Zhytomyr"
"UA",26,"Zaporizhia"
"UA",25,"Transcarpathia"
"UA",24,"Volyn"
"UA",23,"Vinnyts'ka"
"UA",22,"Ternopil"
"UA",21,"Sumy"
"UA",20,"Gorod Sevastopol"
"UA",19,"Rivne"
"UA",18,"Poltava"
"UA",17,"Odessa"
"UA",16,"Mykolaiv"
"UA",15,"Lviv"
"UA",14,"Luhansk"
"UA",13,"Kyiv"
"UA",12,"Kyiv City"
"UA",11,"Republic of Crimea"
"UA",10,"Kropyvnytskyi"
"UA",9,"Khmelnytskyi"
"UA",8,"Kherson"
"UA",7,"Kharkiv"
"UA",6,"Ivano-Frankivsk"
"UA",5,"Donetsk"
"UA",4,"Dnipro"
"UA",3,"Chernivtsi"
"UA",2,"Chernihiv"
"UA",1,"Cherkasy"
"UG","C","Central Region"
"UG","E","Eastern Region"
"UG","N","Northern Region"
"UG","W","Western Region"
"UM",450,"Wake Island"
"UM",350,"Navassa Island"
"UM",50,"Baker Island"
"UM",100,"Howland Island"
"UM",150,"Jarvis Island"
"UM",200,"Johnston Atoll"
"UM",250,"Kingman Reef"
"UM",300,"Midway Islands"
"UM",400,"Palmyra Atoll"
"US","AR","Arkansas"
"US","DC","Washington, D.C."
"US","DE","Delaware"
"US","FL","Florida"
"US","GA","Georgia"
"US","KS","Kansas"
"US","LA","Louisiana"
"US","MD","Maryland"
"US","MO","Missouri"
"US","MS","Mississippi"
"US","NC","North Carolina"
"US","OK","Oklahoma"
"US","SC","South Carolina"
"US","TN","Tennessee"
"US","TX","Texas"
"US","WV","West Virginia"
"US","AL","Alabama"
"US","CT","Connecticut"
"US","IA","Iowa"
"US","IL","Illinois"
"US","IN","Indiana"
"US","ME","Maine"
"US","MI","Michigan"
"US","MN","Minnesota"
"US","NE","Nebraska"
"US","NH","New Hampshire"
"US","NJ","New Jersey"
"US","NY","New York"
"US","OH","Ohio"
"US","RI","Rhode Island"
"US","VT","Vermont"
"US","WI","Wisconsin"
"US","CA","California"
"US","CO","Colorado"
"US","NM","New Mexico"
"US","NV","Nevada"
"US","UT","Utah"
"US","AZ","Arizona"
"US","ID","Idaho"
"US","MT","Montana"
"US","ND","North Dakota"
"US","OR","Oregon"
"US","SD","South Dakota"
"US","WA","Washington"
"US","WY","Wyoming"
"US","HI","Hawaii"
"US","AK","Alaska"
"US","KY","Kentucky"
"US","MA","Massachusetts"
"US","PA","Pennsylvania"
"US","VA","Virginia"
"UY",19,"Treinta y Tres"
"UY",18,"Tacuarembo"
"UY",17,"Soriano"
"UY",16,"San Jose"
"UY",15,"Salto"
"UY",14,"Rocha"
"UY",13,"Rivera"
"UY",12,"Rio Negro"
"UY",11,"Paysandu"
"UY",10,"Montevideo"
"UY",9,"Maldonado"
"UY",8,"Lavalleja"
"UY",7,"Florida"
"UY",6,"Flores"
"UY",5,"Durazno"
"UY",4,"Colonia"
"UY",3,"Cerro Largo"
"UY",2,"Canelones"
"UY",1,"Artigas"
"UZ",9,"Karakalpakstan"
"UZ",12,"Surxondaryo"
"UZ",10,"Samarqand"
"UZ",8,"Qashqadaryo"
"UZ",2,"Bukhara"
"UZ",14,"Toshkent"
"UZ",13,"Toshkent Shahri"
"UZ",16,"Sirdaryo"
"UZ",7,"Navoiy"
"UZ",6,"Namangan"
"UZ",5,"Xorazm"
"UZ",15,"Jizzax"
"UZ",3,"Fergana"
